id,production_companies
5955,Pledge Productions
13403,NO_DATA
9991,SKA Films
3172,Cheyenne Enterprises
3172,Epsilon Motion Pictures
3172,Empire Pictures
3172,Metro-Goldwyn-Mayer (MGM)
3172,Hyde Park Entertainment
11090,Revolution Studios
11090,Happy Madison Productions
7501,Lawrence Bender Productions
14543,NO_DATA
56715,Gaumont
56715,Hollywood Pictures
56715,Bruin Grip Services
10691,Touchstone Pictures
10691,Ufland
16229,NO_DATA
28171,Bac Films
10477,Epsilon Motion Pictures
10477,Franchise Pictures
10477,Trackform Film Productions
10477,Mel's Cite du Cinema
14369,Spyglass Entertainment
14369,Touchstone Pictures
11845,NO_DATA
27601,Troma Entertainment
5764,Granada Entertainment
13496,Warner Bros. Pictures
13496,Morgan Creek Productions
9740,Universal Pictures
9740,Scott Free Productions
9740,Metro-Goldwyn-Mayer (MGM)
9740,Dino De Laurentiis Company
11456,Paramount Pictures
14782,New Legend Media
2084,HAL Films
2084,Mirage Enterprises
2084,Film4
19405,NO_DATA
26290,Fireworks Pictures
26290,Momentum Pictures
4965,Dimension Films
4965,Marty Katz Productions
4965,Mojo Films
4965,PK Pictures
32577,DNA Films
32577,Figment Films
32577,Toledo Pictures
20755,NO_DATA
9523,Australian Film Finance Corporation (AFFC)
9523,MBP (Germany)
9523,Jan Chapman Productions
9523,The New South Wales Film and Television Office
21597,Media Pro Pictures
13503,Dimension Films
51532,NO_DATA
12660,Senator Film Produktion
12660,Ecosse Films
12660,Film4
12660,Pod Films
24478,Universal Pictures
26602,Tollin/Robbins Productions
26602,Warner Bros.
2171,Eureka Pictures
10984,Village Roadshow Pictures
10984,NPV Entertainment
10984,Warner Bros.
31002,NO_DATA
11088,Epsilon Motion Pictures
11088,Franchise Pictures
11088,Indelible Pictures
11088,Linson Entertainment
11088,Art Linson Productions
6935,NO_DATA
38975,NO_DATA
4012,Fuller Films
4012,Seven Arts Pictures
34549,Walt Disney Pictures
34549,Karz Entertainment
23685,20th Century Fox
23685,1492 Pictures
39180,Village Roadshow Pictures
39180,NPV Entertainment
39180,Robert Simonds Productions
39180,Warner Bros.
39180,Spot Pictures
16550,New Line Cinema
16550,Killer Films
16550,Good Machine
50035,NO_DATA
20536,61* Productions Inc.
18976,Alphaville Films
18976,USA Cable Network
18976,Attila Productions
18976,Michael R. Joyce Productions
10615,NO_DATA
57047,New Legend Media
17708,Robert Simonds Productions
17708,Touchstone Pictures
12312,20th Century Fox
12312,Regency Enterprises
1783,Argyll Film Partners
1783,Gummshoe Productions
1783,Integrity Partners
1783,Pray For Rain Pictures
32593,Hallmark Entertainment
32593,Babelsberg International Film Produktion
32593,Sextant Entertainment Group
11889,Miramax Films
11889,BBC Films
11889,Intermedia Films
31010,NO_DATA
11469,Twentieth Century Fox Film Corporation
11469,Regency Enterprises
11469,Epsilon Motion Pictures
11469,New Regency Pictures
11469,Runteldat Entertainment
9648,Australian Film Finance Corporation
26976,HBO Films
15601,Hanna-Barbera Productions
15601,Warner Bros. Animation
331,Universal Studios
331,Amblin Entertainment
15192,The Goatsingers
19366,Universal Pictures
19366,Marc Platt Productions
19366,Metro-Goldwyn-Mayer (MGM)
19366,Riverdale Productions
1722,Miramax Films
1722,Universal Pictures
28308,Helkon Media AG
28308,Avalanche Films
28308,Compass Productions
28308,Diamant Cohen Productions
37632,777 Films Corporation
26014,NO_DATA
2141,Five Mile River Films
2141,Gerber Pictures
2141,Marvin Worth Productions
2141,Splendid Television
13166,Regency Enterprises
13166,Epsilon Motion Pictures
13166,New Regency Pictures
13166,MBST/Lloyd Productions
20004,Unified Film Organization (UFO)
20004,Epoch Productions
26840,DreamWorks Animation
29742,NO_DATA
15647,Fox Searchlight Pictures
15647,Eden Wurmfeld Films
15647,Cineric
15647,Michael Alden Productions
15647,Brad Zions Films
30416,Warner Bros.
71885,NO_DATA
40415,AF Production
40415,Les Productions Lazennec
40415,Studio Canal
40415,Pioneer Entertainment
11370,Crystal Sky Worldwide
11370,MDP Worldwide
11370,ApolloMedia Distribution
11370,"Carousel Picture Company, The"
11370,Signature Entertainment
35080,Lions Gate Films
35080,Dan Films
35080,CP Medien AG
12484,Screen Gems
12484,Sony Pictures Entertainment
12484,Egmont Film
12484,Columbia TriStar Home Entertainment
35583,NO_DATA
18734,NO_DATA
20309,20th Century Fox
9683,Touchstone Pictures
200813,BBC Films
12900,BBC Films
20794,Numb Gums Production Inc.
16723,New Line Cinema
36269,NO_DATA
43575,NO_DATA
11380,New Line Cinema
1282,Agi Orsi Productions
1282,Vans Off the Wall
27834,United Artists
26475,Fine Line Features
26475,Ghoulardi Film Company
26475,Pas de Quoi
57892,NO_DATA
13408,Lionsgate
19058,First Floor Features
15745,Artisan Entertainment
14033,NO_DATA
10836,NO_DATA
21997,Ventanarosa Productions
21997,Metro-Goldwyn-Mayer (MGM)
21997,Phoenix Pictures
21997,Showtime Networks
21997,Producciones Amaranta
34205,Just Singer Entertainment
25753,Neo Art & Logic
35703,Dualstar Entertainment Group
35703,Dualstar Productions
35831,Mars Distribution
17612,Cité-Amérique
16161,Columbia Pictures
3003,BBC
3003,A&E Television Networks
3003,RTL
15098,NO_DATA
107548,NO_DATA
46004,NO_DATA
2029,Les Productions du Champ Poirier
2029,TPS Cinéma
18828,Touchstone Pictures
30140,NO_DATA
50573,NO_DATA
57961,NO_DATA
155,DC Comics
155,Legendary Pictures
155,Warner Bros.
155,Syncopy
10681,Walt Disney Pictures
10681,Pixar Animation Studios
1726,Marvel Studios
8681,Twentieth Century Fox Film Corporation
8681,M6 Films
8681,Canal+
8681,TPS Star
8681,Grive Productions
217,Lucasfilm
217,Paramount Pictures
8966,Summit Entertainment
8966,Maverick Films
8966,Imprint Entertainment
8966,Goldcrest Pictures
8966,Temple Hill Entertainment
10764,Eon Productions
9502,DreamWorks Animation
13523,"Summit Entertainment, LLC"
13523,Alloy Entertainment
13523,Goldcrest Pictures
11631,Universal Pictures
11631,Internationale Filmproduktion Richter
11631,Playtone
11631,Relativity Media
11631,Littlestar
4922,Paramount Pictures
4922,Warner Bros.
4922,"Kennedy/Marshall Company, The"
1735,Universal Pictures
1735,China Film Co-Production Corporation
1735,Relativity Media
1735,Alphaville Films
1735,"Sommers Company, The"
1724,Universal Pictures
1724,Marvel Studios
1724,Valhalla Motion Pictures
1724,MVL Incredible Productions
13223,Village Roadshow Pictures
13223,Malpaso Productions
13223,Gerber Pictures
13223,Warner Bros.
13223,Double Nickel Entertainment
10527,DreamWorks Animation
11253,Universal Pictures
11253,Dark Horse Entertainment
11253,Lawrence Gordon Productions
11253,Mid Atlantic Films
11253,Relativity Media
8247,Dune Entertainment
8247,Hypnotic
8247,New Regency Pictures
88751,New Line Cinema
88751,Walden Media
8909,Universal Pictures
8909,Spyglass Entertainment
8909,Bazelevs Production
8909,Kickstart Productions
8909,Marc Platt Productions
13179,DisneyToon Studios
13179,Walt Disney Animation Studios
13179,Prana Animation Studios
12405,Celador Films
12405,Warner Bros.
12405,Film4
13387,Europa Corp
13387,TF1 Films Production
13387,Grive Productions
13387,EuropaCorp
2253,United Artists
2253,Achte Babelsberg Film
2253,Metro-Goldwyn-Mayer (MGM)
2253,Bad Hat Harry Productions
7840,Centropolis Entertainment
7840,Legendary Pictures
7840,Warner Bros.
7840,Moonlighting Films
7840,The Department of Trade and Industry of South Africa
8960,Columbia Pictures
8960,Weed Road Pictures
8960,Forward Pass
8960,Relativity Media
8960,Overbrook Entertainment
12162,Summit Entertainment
12162,Kingsgate Films
12162,Grosvenor Park Media Ltd.
12162,Voltage Pictures
12162,Film Capital Europe Funds (FCEF )
9029,Twentieth Century Fox Film Corporation
9029,Regency Enterprises
9029,Mosaic Media Group
9029,21 Laps Entertainment
9029,Penn Station Entertainment
2454,Walt Disney
2454,Walden Media
2454,Stillking Films
2454,Ozumi Films
2454,Propeler
7446,DreamWorks SKG
7446,Goldcrest Pictures
7446,Red Hour Films
7446,Internationale Filmproduktion Stella-del-Sud Second
13027,DreamWorks SKG
13027,K/O Paper Products
13027,Goldcrest Pictures
13027,KMP Film Invest
14574,Miramax Films
14574,BBC Films
14574,Heyday Films
7555,Rogue Marble
7555,Nu Image Films
7555,Lionsgate
7555,Millennium Films
7555,Emmett/Furla Films
10483,Universal Pictures
10483,Cruise/Wagner Productions
10483,Impact Pictures
10483,Relativity Media
10483,Scion Films
8328,Summit Entertainment
8328,Offspring Entertainment
8328,Touchstone Pictures
10200,Twentieth Century Fox Film Corporation
10200,Dune Entertainment III
10200,Earth Canada Productions
10200,Hammerhead Productions
10200,3 Arts Entertainment
11127,Bold Films
11127,ApolloMovie Beteiligungs
11127,Film Afrika Worldwide
11127,Sony Pictures Home Entertainment
11321,Columbia Pictures
11321,Escape Artists
11321,Relativity Media
11321,Overbrook Entertainment
7191,Paramount Pictures
7191,Bad Robot
13053,Walt Disney Pictures
13053,Walt Disney Animation Studios
9870,Universal Pictures
9870,Apatow Productions
6972,Bazmark Films
6972,Ingenious Film Partners
6972,Twentieth Century Fox Film Corporation
6972,Dune Entertainment III
6972,ScreenWest
10201,The Zanuck Company
10201,Heyday films
10201,Warner Bros.
14306,Sunswept Entertainment
14306,Dune Entertainment III
12113,Scott Free Productions
12113,De Line Pictures
12113,Warner Bros.
4944,Mike Zoss Productions
4944,Studio Canal
4944,Relativity Media
4944,Focus Features
4944,Working Title Films
6557,Spyglass Entertainment
6557,Fox 2000 Pictures
6557,Dune Entertainment III
2309,New Line Cinema
2309,Internationale Filmproduktion Blackbird Erste
8065,Columbia Pictures
8065,Relativity Media
8848,Atlas Entertainment
8848,Mosaic Media Group
8848,Omnilab Media
8848,Relativity Media
8848,Skyline (Baker St)
12133,Columbia Pictures
12133,Mosaic Media Group
12133,Gary Sanchez Productions
12133,Relativity Media
12133,Apatow Productions
8390,Universal Pictures
8390,StudioCanal
8390,Working Title Films
8390,Ringerike Erste Filmproduktion
8676,De Line Pictures
8676,Warner Bros.
8456,Summit Entertainment
8456,Mandalay Pictures
8456,Baumgarten Management and Productions (BMP)
10189,Columbia Pictures
10189,Apatow Productions
12163,Saturn Films
12163,Wild Bunch
12163,Protozoa Pictures
12163,Top Rope
10202,Walt Disney Pictures
10202,Happy Madison Productions
10202,Gunn Films
13056,Lionsgate
13056,MHF Zweite Academy Film
13056,Marvel Knights
13056,Valhalla Motion Pictures
13056,SGF Entertainment
13051,Dune Entertainment
13051,Firm Films
13051,Collision Entertainment
13051,Abandon Entertainment
13051,Foxtor Productions
13515,Regency Enterprises
13515,Castel Film Romania
13515,ASAF
13515,New Regency Pictures
13515,Luna Pictures
7461,Columbia Pictures
7461,Original Film
7461,Kanzaman
7461,Relativity Media
7461,Art In Motion
10358,Blue Askew
10358,View Askew Productions
11665,Village Roadshow Pictures
11665,Atlas Entertainment
11665,Mosaic Media Group
11665,Mad Chance
11665,Warner Bros.
15373,Universal Pictures
15373,Internationale Filmproduktion Stella-del-Süd
13486,Universal Pictures
13486,ApolloMovie Beteiligungs
13486,Film Afrika Worldwide
13486,"Sommers Company, The"
11499,Imagine Entertainment
11499,Universal Pictures
11499,Working Title Films
11887,Walt Disney Pictures
8055,Studio Babelsberg
8055,Filmförderanstalt (FFA)
9381,StudioCanal
9381,M6 Films
9381,Canal+
9381,CinéCinéma
19173,Filmax
19173,Canonigo Films
8321,Blueprint Pictures
8321,Scion Films
8321,Film4
8321,Focus Features
8321,Twins Financing
3580,Imagine Entertainment
3580,Malpaso Productions
3580,Relativity Media
8204,Paramount Pictures
8204,The Kennedy/Marshall Company
13335,New Line Cinema
13401,Team Todd
13401,Blumhouse Productions
13401,Yari Film Group (YFG)
13971,Universal Pictures
13971,Studio Canal
13971,Relativity Media
13971,Working Title Films
13012,Pantry Films
13012,Stage 6 Films
13012,Tooley Productions
14059,NO_DATA
15854,DreamWorks Animation
1266,Fox Searchlight Pictures
1266,Regency Enterprises
1266,Dune Entertainment III
1266,Emmett/Furla Films
12182,Columbia Pictures
12182,Mandate Pictures
12182,Depth of Field
12182,Screen Gems
12193,New Line Cinema
12193,Spyglass Entertainment
12193,Type A Films
12193,Ott Medien
12193,Wild West Picture Show Productions
15157,Warner Premiere
15157,CS2 Films
15157,Dylan Sellers Productions
13001,Metro-Goldwyn-Mayer (MGM)
13001,Kawoosh! Productions DTV I
12620,Columbia Pictures
12620,Happy Madison Productions
12620,Relativity Media
12620,Alta Loma Entertainment
13042,Pixar Animation Studios
12180,Lucasfilm
11917,Lionsgate
11917,Twisted Pictures
12177,Paramount Pictures
12177,Goldcrest Pictures
12177,Internationale Filmproduktion
7459,Village Roadshow Pictures
7459,Studio Babelsberg
7459,Anarchos Productions
7459,Silver Pictures
7459,Warner Bros.
5038,The Weinstein Company
5038,Gravier Productions
5038,Antena 3 Films
5038,Televisió de Catalunya (TV3)
12222,Twentieth Century Fox Film Corporation
12222,Blue Sky Studios
12222,Twentieth Century Fox Animation
12783,BIM Distribuzione
12783,BBC Films
12783,Paramount Vantage
12783,Qwerty Films
12783,Pathé
10503,Thin Man Films
1729,Casey Silver Productions
1729,China Film Co-Production Corporation
1729,Huayi Brothers
1729,Relativity Media
8881,Wild Bunch
8881,Telecinco
8881,Laura Bickford Productions
8881,Morena Films
8881,Ministerio de Cultura
13413,Pixar Animation Studios
13389,Grosvenor Park Media Ltd.
13389,InVenture Entertainment
13389,Millennium Films
13389,Emmett/Furla Films
13389,Nu-Image Films
6687,Lietuvos Kinostudija
6687,Scout Productions
6687,Telecinco Cinema
6687,Castelao Producciones
6687,Canal+ España
13291,Hyde Park Films
13291,Crescendo Productions
13291,Mandeville Films
13291,Overture Films
10661,Columbia Pictures
10661,Happy Madison Productions
10661,Sony Pictures Releasing
13813,Paramount Vantage
13813,Grosvenor Park Productions
13813,"Bedford Falls Company, The"
13813,Defiance Productions
13813,Pistachio Pictures
21583,Image Entertainment
8090,Lakeshore Entertainment
8090,Cohen/Pearl Productions
8090,Screen Gems
32790,The Hallmark Channel
32790,Whizbang Films Inc.
21861,M6 Films
21861,TF1 Films Production
21861,Canal+
21861,CinéCinéma
10665,Rogue Pictures
10665,Vertigo Entertainment
12914,Metro-Goldwyn-Mayer (MGM)
12914,Acme Shark
12914,Kawoosh! Productions DTV II
12914,MGM Global Holdings
10139,Focus Features
10529,Ascendant Pictures
10529,Rising Star
10529,VIP Medienfonds 4
10529,Virtual Films
10529,Outlander Productions
8836,Twentieth Century Fox Film Corporation
8836,Ten Thirteen Productions
8836,Dune Entertainment III
8836,Crying Box Productions
14359,Miramax Films
14976,Clinica Estetico
14447,Aardman Animations
13600,Playtone
13600,Walden Media
10761,Columbia Pictures
10761,Original Film
12184,Columbia Pictures
12184,Scott Rudin Productions
12184,BBC Films
12184,Ruby Films
12184,Relativity Media
13825,Be Good Productions
13825,D.H. Blair Film Capital Fund
13825,Double Edge Entertainment
13018,Rifkin-Eberts
13018,Dune Entertainment III
13018,Seed Productions
13809,StudioCanal
13809,Dark Castle Entertainment
13809,Toff Guy Films
13809,Warner Bros.
9030,Paramount Vantage
9030,VN Productions
11671,Lakeshore Entertainment
13184,Virtual Studios
13184,Initial Entertainment Group
13184,Saturn Films
13184,International Production Company
13184,Blue Star Pictures
7278,Regency Enterprises
7278,New Regency Pictures
8988,Paramount Pictures
8988,Scott Rudin Productions
8988,MTV Films
8988,Peirce Pictures
8457,Paramount Pictures
8457,Apatow Productions
4960,Likely Story
14197,Vertigo Entertainment
14197,Maverick Films
14197,CJ Entertainment
14197,Gold Circle Films
14197,Madacy Entertainment
8338,Rhombus Media
8338,O2 Filmes
8338,Téléfilm Canada
8285,DC Comics
8285,Lionsgate
8285,Odd Lot Entertainment
8285,Media Magik Entertainment
8285,Dark Lot Entertainment
14349,Infinity Features Entertainment
14349,FilmEngine
14349,Denver and Delilah Productions
14349,Icon Entertainment International
14637,Battleplan Productions
14637,Yari Film Group
13510,Aramid Entertainment Fund
13510,Rollercoaster Films
12690,New Line Cinema
12690,Groundswell Productions
12690,Axon Films
17436,Senator Entertainment Co
8645,Spyglass Entertainment
8645,Twentieth Century Fox Film Corporation
8645,Dune Entertainment
8645,UTV Motion Pictures
8645,Blinding Edge Pictures
13460,Rogue Pictures
13460,Intrepid Pictures
13460,Scion Films
13460,Moonlighting Films
13460,Internationale Filmproduktion Blackbird Dritte
18032,South Pacific Pictures
18032,Metropolitan Filmexport
18032,Spice Factory
18032,UK Film Council
18032,The Australian Film Commission
16763,20th Century Fox Home Entertainment
16763,JR Canada Productions
18533,EM Media
18533,Aramid Entertainment Fund
18533,Vertigo Films
18533,Str8jacket Creations
18533,4DH Films
8885,Les Films d'Ici
8885,Bridgit Folman Film Gang
8885,Razor Film Produktion
13752,Det Danske Filminstitut
13752,Filmkameratene A/S
13752,Miso Film
13752,Nordic Film och TV Fund
13752,Roenbergfilm
27996,NO_DATA
4564,New Line Cinema
4564,Darren Star Productions
4564,Home Box Office (HBO)
10186,Fox Atomic
18198,NO_DATA
10199,Universal Pictures Corporation
13009,Larande Productions
13009,Scream HQ
25741,A. Film
11918,Dimension Films
12837,Fox Searchlight Pictures
